"","Última Execução","Álbum Artista","Album","Artista","Título","Ano","classificação","Gênero","Compositor","Agrupar","Faixa #","Nota","BPM","Duração","Bit rate","ReplayGain","","Data Adicionada","LOCALIZAÇÃO","Comentário","Color"
"0","","","WORLD BEST","Patoranking","Inshallah","2023","0","","","","","12A","140.0000","3:15","320","-11.2839 dB","mp3","2025-08-03T17:03:34.021","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Inshallah.mp3","",""
"0","","","KWAM","Sino Msolo/Kelvin Momo","Uzungandishiyi","2024","0","","","","","9B","113.0000","3:40","192","2.84317 dB","mp3","2025-08-03T17:03:34.036","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Uzungandishiyi.mp3","",""
"0","","","Rebound (feat. Ceeka RSA)","Nandipha808/Ceeka RSA/DEMOLA","Forgive Our Trespasses (feat. Demola, Ceeka RSA)","2023","0","","","","","3A","113.0000","7:40","192","-5.49918 dB","mp3","2025-08-03T17:03:34.051","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Forgive Our Trespasses (feat. Demola, Ceeka RSA).mp3","",""
"0","","","Banyana","DJ Maphorisa/Tyler ICU/Kabza De Small/Sir Trill","Wami (feat. Sir Trill & Kabza De Small)","2021","0","","","","","3A","113.0000","6:55","192","-6.3703 dB","mp3","2025-08-03T17:03:34.065","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Wami (feat. Sir Trill & Kabza De Small).mp3","",""
"0","","","Diwa Kae","De Mthuda/Kabza De Small/Young Stunna/Mkeyz/McKenzie/Mthunzi","Diwa Kae","2024","0","","","","","9A","113.0000","6:56","192","-1.70018 dB","mp3","2025-08-03T17:03:34.080","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Diwa Kae.mp3","",""
"0","","","The Grass is Greener","Mr JazziQ/Vigro Deep/Anele Dladal/Zipho Mthembu","Iza Mawala (The Imaginary Friends Remake) (feat. Anele Dladal & Zipho Mthembu)","2024","0","","","","","8A","112.0000","6:40","192","-4.91366 dB","mp3","2025-08-03T17:03:34.094","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Iza Mawala (The Imaginary Friends Remake) (feat. Anele Dladal & Zipho Mthembu).mp3","",""
"0","","","Boroko Keng","Mellow & Sleazy/SjavasDaDeejay/TitoM/Tman Xpress","Imnandi lento (feat. Tman Xpress)","2023","0","","","","","11A","112.0000","7:29","192","-0.759897 dB","mp3","2025-08-03T17:03:34.109","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Imnandi lento (feat. Tman Xpress).mp3","",""
"0","","","Umsebenzi Wethu, Vol. 2","Busta 929/Boohle","Ngixolele","2021","0","","","","","8A","152.0000","3:28","192","-4.70083 dB","mp3","2025-08-03T17:03:34.124","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ngixolele.mp3","",""
"0","","","SOLACE","Uncle Waffles/Ice Beats Slide/Sbuda Maleather","Peacock Revisit (feat. Ice Beats Slide & Sbuda Maleather)","2023","0","","","","","7A","112.0000","5:26","192","-7.16896 dB","mp3","2025-08-03T17:03:34.140","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Peacock Revisit (feat. Ice Beats Slide & Sbuda Maleather).mp3","",""
"0","","","SOLACE","Uncle Waffles/Shakes & Les/MaWhoo/Sino Msolo","Khumbula (feat. Shakes & Les, Mawhoo & Sino Msolo)","2023","0","","","","","5B","112.0000","6:09","192","-7.74362 dB","mp3","2025-08-03T17:03:34.156","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Khumbula (feat. Shakes & Les, Mawhoo & Sino Msolo).mp3","",""
"0","","","House of Sgija 3","Sfarzo Rtee/Hotfurze/Malemon","Ba Re Etsang (feat. Malemon)","2024","0","","","","","8B","113.0000","6:18","192","-4.86888 dB","mp3","2025-08-03T17:03:34.172","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ba Re Etsang (feat. Malemon).mp3","",""
"0","","","Ntsako","Kelvin Momo/Babalwa M","Uzumthande","2024","0","","","","","6B","113.0000","7:39","192","-4.92564 dB","mp3","2025-08-03T17:03:34.178","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Uzumthande.mp3","",""
"0","","","Isimo","Kabza De Small/Mthunzi/Young Stunna","Impumelelo (feat. Young Stunna)","2023","0","","","","","7B","113.0000","7:49","192","-7.4505 dB","mp3","2025-08-03T17:03:34.193","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Impumelelo (feat. Young Stunna).mp3","",""
"0","","","Ngizokuthengela (feat. Dlala Regal & Mluusician)","Shaun 101/Zaba/Dlala Regal/Mluusician","Ngizokuthengela (feat. Dlala Regal & Mluusician)","2024","0","","","","","3B","112.0000","6:01","192","-1.84454 dB","mp3","2025-08-03T17:03:34.207","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ngizokuthengela (feat. Dlala Regal & Mluusician).mp3","",""
"0","","","Ntsako","Kelvin Momo/Sino Msolo/Stixx/Mashudu","Waze Wamuhle (feat. Mashudu)","2024","0","","","","","12B","113.0000","9:38","192","-4.88374 dB","mp3","2025-08-03T17:03:34.213","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Waze Wamuhle (feat. Mashudu).mp3","",""
"0","","","SOLACE","Uncle Waffles/2Kultured/Jandas/Vuyo Ndevu","Peace & Happiness (feat. 2Kultured, Jandas & Vuyo Ndevu)","2023","0","","","","","2B","139.0000","1:52","192","-7.16471 dB","mp3","2025-08-03T17:03:34.228","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Peace & Happiness (feat. 2Kultured, Jandas & Vuyo Ndevu).mp3","",""
"0","","","REA","Doza Nation/Abidoza/DBN Gogo/Chley/Tumza D'Kota/Ag'zo","Nkalakatha (feat. Chley, Tumza D'kota & A'gzo)","2024","0","","","","","4A","113.0000","7:23","192","-3.54126 dB","mp3","2025-08-03T17:03:34.242","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Nkalakatha (feat. Chley, Tumza D'kota & A'gzo).mp3","",""
"0","","","Uyingozi (feat. Argento Dust)","Funky Qla/Zaba/Kususa/Argento Dust","Uyingozi (feat. Argento Dust)","2023","0","","","","","12A","119.0000","3:40","192","-7.10085 dB","mp3","2025-08-03T17:03:34.255","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Uyingozi (feat. Argento Dust).mp3","",""
"0","","","MABA JABUL' ABANTU","Busta 929/Mr JazziQ/Reece Madlisa/Zuma/Riky Rick/9umba/Mpura","VSOP","2020","0","","","","","2A","114.0000","5:00","192","0.725532 dB","mp3","2025-08-03T17:03:34.270","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/VSOP.mp3","",""
"0","","","Piano Heat 5 (DJ Mix)","Felo Le Tee/LeeMcKrazy/Keynote","Yini Ngathi (Insane) (Mixed)","2024","0","","","","","2A","112.0000","4:39","192","-5.26772 dB","mp3","2025-08-03T17:03:34.283","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Yini Ngathi (Insane) (Mixed).mp3","",""
"0","","","Luminous Flame","KMAT/Keynote/Felo Le Tee/Sino Msolo","Themba Lam","2022","0","","","","","9B","113.0000","6:52","192","-2.40561 dB","mp3","2025-08-03T17:03:34.297","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Themba Lam.mp3","",""
"0","","","Most Wanted","Sykes/Skillz/Rudeboyz","Sisekakeni Babies (feat. Skillz & RudeBoyz)","2023","0","","","","","6A","123.0000","5:43","192","-7.01632 dB","mp3","2025-08-03T17:03:34.310","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sisekakeni Babies (feat. Skillz & RudeBoyz).mp3","",""
"0","","","Asambe (Let's Go!)","Ggoldie/Chley/Ceeka RSA/T.M.A_Rsa/RIVALZ","Asambe","2023","0","","","","","3A","112.0000","4:02","192","-5.71853 dB","mp3","2025-08-03T17:03:34.324","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Asambe.mp3","",""
"0","","","see u soon (Deluxe)","Blxckie/LaCabra/Lowfeye","sunroof (feat. LaCabra & Lowfeye)","2024","0","","","","","2A","121.0000","2:32","192","-7.18503 dB","mp3","2025-08-03T17:03:34.337","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/sunroof (feat. LaCabra & Lowfeye).mp3","",""
"0","","","Turn Off The Lights","TxC/Tony Duardo/LeeMcKrazy/Optimist Music ZA/Maremo Violin","Thula Nana","2024","0","","","","","6A","113.0000","5:44","192","-4.25058 dB","mp3","2025-08-03T17:03:34.353","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Thula Nana.mp3","",""
"0","","","Permanent Music 3","Dlala Thukzin/Sykes/Zaba","Imoto","2023","0","","","","","3A","118.0000","6:18","192","0.516857 dB","mp3","2025-08-03T17:03:34.369","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Imoto.mp3","",""
"0","","","Finally Famous Too","Dlala Thukzin/Zeh McGeba/MK Productions","Sohlala Sisonke","2024","0","","","","","6A","118.0000","3:58","192","-10.5332 dB","mp3","2025-08-03T17:03:34.383","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sohlala Sisonke.mp3","",""
"0","","","Your Piano Is Not My Piano","Vigro Deep/Freddy K/Mr. JazziQ/Scotts Maphuma/CowBoii","Amakhehla","2024","0","","","","","8A","112.0000","7:25","192","-8.53936 dB","mp3","2025-08-03T17:03:34.399","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Amakhehla.mp3","",""
"0","","","FOMO","Goldmax/Dlala Thukzin/Funky Qla/Zee Nxumalo/Beast Rsa","FOMO","2024","0","","","","","4B","122.0000","3:36","192","-5.25587 dB","mp3","2025-08-03T17:03:34.414","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/FOMO.mp3","",""
"0","","","Tanzania (Rampa Remix)","Uncle Waffles/Tony Duardo/Rampa/Keinemusik","Tanzania - Rampa Remix","2024","0","","","","","3B","122.0000","5:15","192","-7.58216 dB","mp3","2025-08-03T17:03:34.428","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Tanzania - Rampa Remix.mp3","",""
"0","","","Iphi","Sonwabile/Blxckie","Abekho","2024","0","","","","","11A","135.0000","2:40","192","-6.14496 dB","mp3","2025-08-03T17:03:34.441","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Abekho.mp3","",""
"0","","","Undisputed, Vol. 2","Busta 929/Mzu M","Mmapula","2021","0","","","","","6A","114.0000","4:46","192","-5.97491 dB","mp3","2025-08-03T17:03:34.456","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Mmapula.mp3","",""
"0","","","Uhambe Wrongo (feat. Mr. Maker)","Bandros/Kelvin Momo/Smash SA/Mr. Maker","Uhambe Wrongo (feat. Mr. Maker)","2024","0","","","","","8B","112.0000","6:05","192","-3.49091 dB","mp3","2025-08-03T17:03:34.470","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Uhambe Wrongo (feat. Mr. Maker).mp3","",""
"0","","","Amukelani","Kelvin Momo/Babalwa M/Sfarzo Rtee","Sukakude (feat. Sfarzo Rtee)","2022","0","","","","","4A","112.0000","6:52","192","-1.10675 dB","mp3","2025-08-03T17:03:34.484","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sukakude (feat. Sfarzo Rtee).mp3","",""
"0","","","The Grass is Greener","Mr JazziQ/Vigro Deep/Freddy K","iGhost (feat. Freddy K)","2024","0","","","","","3B","112.0000","6:10","192","-4.2085 dB","mp3","2025-08-03T17:03:34.499","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/iGhost (feat. Freddy K).mp3","",""
"0","","","Bopha","Ggoldie/Chley/CowBoii/Al Xapo/malume.hypeman/II Wise Fellas/T.M.A_Rsa","Bopha","2024","0","","","","","11A","112.0000","4:19","192","-9.97014 dB","mp3","2025-08-03T17:03:34.513","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bopha.mp3","",""
"0","","","Shayi'Moto (feat. Seemah & Yanda Woods)","Mellow & Sleazy/Scotts Maphuma/Mr Pilato/Seemah/Yanda Woods","Shayi'Moto (feat. Seemah & Yanda Woods)","2024","0","","","","","1A","112.0000","7:25","192","-3.01258 dB","mp3","2025-08-03T17:03:34.527","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Shayi'Moto (feat. Seemah & Yanda Woods).mp3","",""
"0","","","Black Panther: Wakanda Forever - Music From and Inspired By","DBN Gogo/Sino Msolo/Kamo Mphela/Young Stunna/Busiswa","Jele","2022","0","","","","","3A","113.0000","3:49","192","-8.78844 dB","mp3","2025-08-03T17:03:34.541","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Jele.mp3","",""
"0","","","As'jike","TxC/Chley/Pcee/Buddy Kay/W4DE/Danny Shades","As'jike","2024","5","","","","","10A","113.0000","4:32","192","0.149256 dB","mp3","2025-08-03T17:03:34.555","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/As'jike.mp3","",""
"0","","","Midnight In Sunnyside 2","Mellow & Sleazy/Tman Xpress/Keynote","Kwelinye (feat. Keynote)","2023","0","","","","","2A","112.0000","6:52","128","-5.95173 dB","mp3","2025-08-03T17:03:34.570","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Kwelinye (feat. Keynote).mp3","",""
"0","","","Auti 'eSharp","Mas Musiq/Aymos/Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","2021","0","","","","","2A","112.0000","3:40","192","-6.43619 dB","mp3","2025-08-03T17:03:34.585","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sengizwile (feat. Aymos & Young Stunna).mp3","",""
"0","","","Lucent","Tyler ICU/Visca/Ceeka RSA/LastBornDiroba/Tman Xpress/Al Xapo/Cuba Beats/Snenaah","Alibongwe (feat. Lastborn Diroba, Tman Xpress, Al Xapo, Cuba Beats, Snenaah & Ceeka RSA)","2024","0","","","","","12A","113.0000","6:15","192","-3.54954 dB","mp3","2025-08-03T17:03:34.598","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Alibongwe (feat. Lastborn Diroba, Tman Xpress, Al Xapo, Cuba Beats, Snenaah & Ceeka RSA).mp3","",""
"0","","","Lucent","Tyler ICU/Tumelo_za/Ceeka RSA","Ng'limele (feat. Ceeka RSA)","2024","0","","","","","11B","112.0000","7:36","192","-3.42173 dB","mp3","2025-08-03T17:03:34.612","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ng'limele (feat. Ceeka RSA).mp3","",""
"0","","","Baba Yaga","De Mthuda/Kabza De Small/Da Muziqal Chef/Sino Msolo/Murumba Pitch","Muntu Wam","2023","0","","","","","2B","113.0000","5:23","192","-9.108 dB","mp3","2025-08-03T17:03:34.628","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Muntu Wam.mp3","",""
"0","","","The Landlord","De Mthuda/Sino Msolo/Da Muziqal Chef","Jola","2021","0","","","","","10B","113.0000","3:44","192","-2.0823 dB","mp3","2025-08-03T17:03:34.642","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Jola.mp3","",""
"0","","","Sgubhu Se Monate, Vol. 2","Busta 929/Pcee","Uyavala","2023","0","","","","","5A","113.0000","4:06","192","-6.54512 dB","mp3","2025-08-03T17:03:34.656","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Uyavala.mp3","",""
"0","","","Undisputed, Vol. 2","Busta 929/Mafidzodzo","Gqoz Gqoz","2021","0","","","","","5A","114.0000","4:17","192","-6.84608 dB","mp3","2025-08-03T17:03:34.669","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Gqoz Gqoz.mp3","",""
"0","","","House of Sgija 3","Sfarzo Rtee/Lowbass Djy/Ndibo Ndibs/Nkulee501/Skroef 28","Sgi33d1 (feat. Nkulee501 & Skroef 28)","2024","0","","","","","12A","112.0000","7:18","192","-2.38274 dB","mp3","2025-08-03T17:03:34.684","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sgi33d1 (feat. Nkulee501 & Skroef 28).mp3","",""
"0","","","B4Now","Blxckie","Hold","2021","0","","","","","8B","76.0000","5:07","192","-4.88741 dB","mp3","2025-08-03T17:03:34.697","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Hold.mp3","",""
"0","","","SOLACE","Uncle Waffles/Shakes & Les/Murumba Pitch","Waffles Anthem (feat. Shakes & Les and Murumba Pitch)","2023","0","","","","","10A","112.0000","8:00","192","-6.81549 dB","mp3","2025-08-03T17:03:34.711","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Waffles Anthem (feat. Shakes & Les and Murumba Pitch).mp3","",""
"0","","","A-Z (Yashi Moto)","Vigro Deep/DJ Maphorisa/Kabza De Small/Uncool MC/Focalistic/Scotts Maphuma/Ricky Lenyora/Woza Sjax","A-Z (Yashi Moto)","2024","0","","","","","5A","112.0000","5:27","192","-0.990287 dB","mp3","2025-08-03T17:03:34.726","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/A-Z (Yashi Moto).mp3","",""
"0","","","Ndawana","Sha Sha/Kelvin Momo/Sykes","Ndawana","2024","0","","","","","7A","113.0000","4:00","192","1.31467 dB","mp3","2025-08-03T17:03:34.741","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ndawana.mp3","",""
"0","","","SOLACE","Uncle Waffles/Ice Beats Slide","Solace (feat. Ice Beats Slide)","2023","0","","","","","10B","112.0000","4:34","192","-6.75135 dB","mp3","2025-08-03T17:03:34.756","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Solace (feat. Ice Beats Slide).mp3","",""
"0","","","Ba Straata","DJ Maphorisa/Visca/Da Muziqal Chef/MaWhoo/Kabza De Small","Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small)","2022","0","","","","","10B","113.0000","4:25","192","-7.45634 dB","mp3","2025-08-03T17:03:34.770","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small).mp3","",""
"0","","","Finally Famous Too","Dlala Thukzin/Thakzin/Zeh McGeba/MK Productions","Dali","2024","0","","","","","5B","118.0000","7:04","192","-6.73776 dB","mp3","2025-08-03T17:03:34.786","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Dali.mp3","",""
"0","","","Candour","Babalwa M/Stixx/Nvcho","Bo Thata","2024","0","","","","","4B","113.0000","6:17","192","-1.53944 dB","mp3","2025-08-03T17:03:34.800","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bo Thata.mp3","",""
"0","","","Pisces","Babalwa M/Kelvin Momo/Stixx/Baby S.O.N","Pholisa","2024","0","","","","","3A","113.0000","6:48","192","-0.714622 dB","mp3","2025-08-03T17:03:34.813","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Pholisa.mp3","",""
"0","","","The New Testament","Sfarzo Rtee/Makhanj","Bawo Vula","2024","0","","","","","10B","113.0000","5:48","192","0.297688 dB","mp3","2025-08-03T17:03:34.828","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bawo Vula.mp3","",""
"0","","","The Grass is Greener","Mr JazziQ/Vigro Deep","Mr Bean","2024","0","","","","","1A","112.0000","6:35","192","-3.38437 dB","mp3","2025-08-03T17:03:34.842","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Mr Bean.mp3","",""
"0","","","031 Studio Camp","Dlala Thukzin/Funky Qla/Zee Nxumalo/MK Productions","Ama Gear","2024","0","","","","","2A","118.0000","3:26","192","-8.25994 dB","mp3","2025-08-03T17:03:34.857","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ama Gear.mp3","",""
"0","","","Wishi Wishi (feat. Scotts Maphuma & Young Stunna)","Kabza De Small/Vigro Deep/DJ Maphorisa/Scotts Maphuma/Young Stunna","Wishi Wishi (feat. Scotts Maphuma & Young Stunna)","2024","0","","","","","10A","112.0000","6:21","192","-2.01625 dB","mp3","2025-08-03T17:03:34.871","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Wishi Wishi (feat. Scotts Maphuma & Young Stunna).mp3","",""
"0","","","Ntsako","Kelvin Momo/Da Muziqal Chef/Tracy/Thatohatsi","Bo Gogo (feat. Tracy & Thatohatsi)","2024","0","","","","","1B","113.0000","8:47","192","-3.65131 dB","mp3","2025-08-03T17:03:34.878","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bo Gogo (feat. Tracy & Thatohatsi).mp3","",""
"0","","","The Grass is Greener","Mr JazziQ/Vigro Deep","Durban curry","2024","0","","","","","2A","112.0000","6:27","192","-5.36034 dB","mp3","2025-08-03T17:03:34.894","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Durban curry.mp3","",""
"0","","","Too Deep (feat. Dinky Kunene and TNK MusiQ)","TxC/Dinky Kunene/TNK MusiQ","Too Deep (feat. Dinky Kunene and TNK MusiQ)","2022","0","","","","","12A","112.0000","5:51","192","1.09903 dB","mp3","2025-08-03T17:03:34.907","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Too Deep (feat. Dinky Kunene and TNK MusiQ).mp3","",""
"0","","","Black Panther: Wakanda Forever - Music From and Inspired By","DBN Gogo/Sino Msolo/Kamo Mphela/Young Stunna/Busiswa","Love & Loyalty (Believe)","2022","0","","","","","2A","130.0000","2:52","192","-9.77004 dB","mp3","2025-08-03T17:03:34.921","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Love & Loyalty (Believe).mp3","",""
"0","","","Notumato","Young Stunna/Kabza De Small/DJ Maphorisa","Adiwele (feat. Kabza De Small & DJ Maphorisa)","2021","0","","","","","3A","112.0000","4:00","128","-1.67887 dB","mp3","2025-08-03T17:03:34.936","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Adiwele (feat. Kabza De Small & DJ Maphorisa).mp3","",""
"0","","","Danki Bawo","Dlala Thukzin/Sykes","Danki Bawo","2023","0","","","","","3A","120.0000","5:44","192","1.5916 dB","mp3","2025-08-03T17:03:34.950","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Danki Bawo.mp3","",""
"0","","","Lucent","Tyler ICU/Cooper SA/Ceeka RSA/Nontokozo Mkhize/Carter 55","Uthando (feat. Cooper SA, Nontokozo Mkhize, Ceeka RSA & Carter 55)","2024","0","","","","","11A","113.0000","6:06","192","-6.0799 dB","mp3","2025-08-03T17:03:34.964","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Uthando (feat. Cooper SA, Nontokozo Mkhize, Ceeka RSA & Carter 55).mp3","",""
"0","","","The Grass is Greener","Mr JazziQ/Vigro Deep/Idd Aziz Kunya/Moonchild","Banjuka (Remix) (feat. Idd Aziz Kunya & Moonchild)","2024","0","","","","","5A","112.0000","8:04","192","-6.34585 dB","mp3","2025-08-03T17:03:34.977","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Banjuka (Remix) (feat. Idd Aziz Kunya & Moonchild).mp3","",""
"0","","","House of Sgija 3","Sfarzo Rtee/ShakaMan YKTV/Malemon/Mr Nation Thingz","On Your Marks (feat. Malemon & Mr Nation Thingz)","2024","0","","","","","12A","113.0000","6:35","192","-3.97691 dB","mp3","2025-08-03T17:03:34.992","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/On Your Marks (feat. Malemon & Mr Nation Thingz).mp3","",""
"0","","","The Grass is Greener","Mr JazziQ/Vigro Deep","Blue skies Reloaded","2024","0","","","","","10A","111.0000","8:40","192","0.858827 dB","mp3","2025-08-03T17:03:35.006","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Blue skies Reloaded.mp3","",""
"0","","","Sgudi Snyc","De Mthuda/Da Muziqal Chef/Eemoh","Sgudi Snyc","2023","0","","","","","7B","113.0000","5:31","192","3.60754 dB","mp3","2025-08-03T17:03:35.021","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sgudi Snyc.mp3","",""
"0","","","Intwe'Mnandi","Ceeka RSA/Tyler ICU/LeeMcKrazy/Matute Boy/DJ Exit","Molo (feat. LeeMcKrazy, Matute Boy & DJ Exit)","2024","0","","","","","9A","113.0000","5:39","192","-8.59665 dB","mp3","2025-08-03T17:03:35.034","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Molo (feat. LeeMcKrazy, Matute Boy & DJ Exit).mp3","",""
"0","","","Emthandayo","Gaba Cannal/Zaba/Sykes","Emthandayo","2023","0","","","","","7A","112.0000","7:47","192","-1.21805 dB","mp3","2025-08-03T17:03:35.049","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Emthandayo.mp3","",""
